Country,Year,CleanFuelAccess,ElectricityAccess,CO2Emissions,ElecPowerConsumption,CoalElectricity,HydroElectricity,GasElectricity,NuclearElectricity,OilElectricity,RenewableElectricity,RenewableElectricity_kWh,EnergyIntensity,EnergyUse,FossilFuelConsumption,GDPGrowth,GDPPerCapita,PrivateEnergyInvest,LandArea,PopDensity,TotalPopulation,PPP_EnergyInvest,RenewableEnergyConsumption,TotalGHGEmissions,Latitude,Longitude
Uganda,2015,0.9,18.5,0.125732,3149.643,67.43968,1.913908,7.586507,0.0,6.190766,7.563927,12200000000.0,10.18,2123.547,76.12409,5.18786,864.1801,45400000.0,200520.0,186.9008,37477356.0,45400000.0,91.07,35408.11,1.373333,32.29028
Central African Republic,2008,0.5,7.48,0.038368,15726.56,0.046188,59.62703,40.09941,0.0,0.006125,0.136671,179000000.0,7.33,4761.775,55.66204,2.054131,446.2288,192000000.0,622980.0,7.170749,4467233.0,192000000.0,93.64,23876.2,6.611111,20.93944
Ireland,2010,100.0,100.0,8.847879,5927.869,12.61712,2.125923,64.27811,0.0,2.140119,11.1052,3130000000.0,2.49,3152.004,90.0031,1.682972,48663.6,105000000.0,68890.0,66.19473,4560155.0,118000000.0,5.29,64973.31,53.41291,-8.24389
Nigeria,2005,0.9,46.82322,0.702673,127.8305,0.0,33.00055,66.99945,0.0,0.0,0.0,0.0,7.94,749.5896,21.65634,6.438517,1250.407,828000000.0,910770.0,154.2549,140000000.0,828000000.0,84.01,273892.8,9.081999,8.675277
Morocco,2019,98.2,99.6,1.955308,397.5026,0.0,38.89489,9.273174,0.0,26.76054,8.216904,458000000.0,3.33,609.7046,37.68952,2.890975,3498.583,25800000.0,446300.0,81.3453,36304408.0,25800000.0,10.57,92532.3,31.7917,-7.09262
Philippines,2001,38.4,75.72766,0.882363,519.1389,39.93411,15.09883,1.802338,0.0,20.97131,22.19341,10400000000.0,4.34,480.8872,54.3049,3.049232,991.148,672000000.0,298170.0,267.0493,79626086.0,530000000.0,32.8,137747.0,12.87972,121.774
Somalia,2002,0.4,7.4,0.060673,14253.5,0.850139,44.93348,1.036982,39.85918,0.582736,11.62003,17600000000.0,11.35,5200.358,32.32732,3.678052,24025.64,877000000.0,627340.0,15.0016,9411103.0,296000000.0,92.58,26136.4,5.152149,46.19962
Belgium,2000,100.0,100.0,11.44003,8247.677,19.36622,0.555737,19.30219,58.1796,0.962874,0.705544,584000000.0,5.51,5669.358,75.85409,3.716679,23098.89,792000000.0,30280.0,338.5485,10251250.0,792000000.0,1.44,138266.4,50.50389,4.469936
Senegal,2016,28.3,64.5,0.686906,568.149,3.058561,38.40634,4.377652,0.0,52.76326,1.394193,104000000.0,3.93,548.7183,52.30035,6.356069,1290.75,75510000.0,192530.0,76.61848,14751356.0,29250000.0,36.72,27523.88,14.4974,-14.4524
Romania,2013,100.0,98.09863,3.607471,2494.534,28.96337,25.5518,15.81078,19.84762,0.956676,8.869755,5190000000.0,3.0,1595.989,73.49376,0.269964,9497.207,189000000.0,230030.0,86.87429,19983693.0,10000000.0,23.07,99156.94,45.94316,24.96676
Central African Republic,2014,0.6,12.03671,0.027174,1814.142,0.0,0.0,100.0,0.0,0.0,0.0,0.0,9.55,3617.856,60.13973,0.081071,394.8569,209000000.0,622980.0,7.70287,4798734.0,209000000.0,94.82,20639.44,6.611111,20.93944
Hungary,2001,100.0,100.0,5.524415,3426.723,24.50364,0.510779,24.33338,38.79171,11.51174,0.194975,71000000.0,5.2,2512.675,80.98184,4.074088,5276.033,792000000.0,89620.0,113.6753,10187576.0,792000000.0,5.12,73476.1,47.16249,19.5033
Israel,2007,100.0,100.0,9.275344,7003.245,69.30584,0.026026,19.6479,0.0,10.7767,0.01859,10000000.0,3.73,2898.153,97.07304,6.033214,25633.75,273000000.0,21640.0,331.7976,7180100.0,273000000.0,6.72,83624.97,31.04605,34.85161
Austria,2006,100.0,100.0,8.962102,8244.402,14.0481,57.24561,17.12905,0.0,2.634621,8.269916,5150000000.0,3.38,4078.812,74.69833,3.454042,40669.33,108000000.0,82520.0,100.2017,8268641.0,108000000.0,26.64,88152.7,47.51623,14.55007
Malta,2015,100.0,100.0,3.723377,3249.178,0.0,0.0,0.0,7.57364,92.3254,7.674597,100000000.0,1.52,494.3688,0.0,9.608131,24921.68,44040000.0,320.0,1390.791,445053.0,50070000.0,5.98,2158.906,35.9375,14.37542
Indonesia,2014,62.0,97.01,1.891428,808.419,52.45484,6.653619,24.58574,0.0,11.47642,4.821482,11000000000.0,3.48,880.121,66.08948,5.006668,3476.625,1690000000.0,1877519.0,136.4725,256000000.0,1690000000.0,29.29,873788.9,-0.78928,113.9213
Netherlands,2000,100.0,100.0,10.17843,6507.106,30.25069,0.158427,57.48234,4.380181,2.946525,3.15739,2830000000.0,4.15,4739.066,93.84683,4.195642,26214.5,152000000.0,33760.0,471.7273,15925513.0,152000000.0,1.73,206297.7,52.13263,5.291266
Burkina Faso,2003,3.4,11.4,0.084607,414.1031,10.97745,33.56783,1.035426,0.0,47.90882,3.329683,222000000.0,4.88,532.6708,46.00616,7.802494,363.8184,42320000.0,273600.0,47.62643,13030591.0,94400000.0,85.3,19200.72,12.23833,-1.56159
Belarus,2020,99.6,100.0,5.842407,3650.118,0.0,0.291603,97.85136,0.0,1.301353,0.381664,125000000.0,5.83,3011.409,91.50954,-0.6729,6542.865,822000000.0,202980.0,46.21121,9379952.0,259000000.0,8.39,87868.32,53.70981,27.95339
Barbados,2016,100.0,100.0,4.632243,27386.13,0.0,82.72533,0.0,0.0,0.060627,17.21405,1420000000.0,5.02,1273.429,0.0,2.533025,17343.73,42420000.0,430.0,648.0209,278649.0,40120000.0,2.4,3783.218,13.19389,-59.5432
Antigua and Barbuda,2018,100.0,100.0,5.550826,27386.13,0.0,82.72533,0.0,0.0,0.060627,17.21405,1420000000.0,4.29,2316.546,0.0,6.823762,17514.36,4580000.0,440.0,208.2409,91626.0,19800000.0,0.7,1185.478,17.06082,-61.7964
Cyprus,2017,100.0,100.0,6.091071,1557.372,19.18197,3.885664,0.0,0.0,56.88288,20.04949,449000000.0,2.86,906.9089,75.53039,5.733476,26697.01,166000000.0,9240.0,130.7925,1208523.0,166000000.0,10.94,8737.878,35.12641,33.42986
Belgium,2006,100.0,100.0,10.24668,8683.671,10.92616,0.425618,27.29407,55.30066,1.632522,3.074169,2590000000.0,4.83,5470.492,73.94251,2.55235,38705.11,134000000.0,30280.0,348.3474,10547958.0,134000000.0,2.87,125999.5,50.50389,4.469936
Belgium,2010,100.0,100.0,9.808816,8393.95,6.346381,0.332506,33.48502,51.09503,0.432684,6.5883,6180000000.0,4.81,5539.472,72.79362,2.864293,44184.95,91010000.0,30280.0,359.8278,10895586.0,91010000.0,6.25,124908.5,50.50389,4.469936
Zimbabwe,2010,30.4,38.88621,0.74129,599.9328,31.71379,66.92441,0.0,0.0,0.276976,1.084824,94000000.0,17.2,736.6913,24.85571,21.45206,937.8403,123000000.0,386850.0,33.19057,12839771.0,123000000.0,82.51,28228.85,-19.0154,29.15486
Pakistan,2001,24.8,73.86801,0.627048,336.3445,0.393483,26.15077,34.31589,3.163054,35.97681,0.0,0.0,5.03,408.9241,58.13013,3.554418,499.2183,488000000.0,770880.0,206.5402,159000000.0,488000000.0,51.54,237055.4,30.37532,69.34512
Bangladesh,2005,9.3,44.23,0.232135,173.7318,0.616327,2.832079,90.78156,0.0,5.770031,0.0,0.0,2.58,161.7589,63.34035,6.535945,492.8086,232000000.0,130170.0,1082.527,141000000.0,222000000.0,50.66,129652.5,23.68499,90.35633
Kenya,2015,12.1,41.6,0.38612,25959.94,0.0,39.23946,0.0,7.893081,12.48575,48.27479,4660000000.0,5.47,23.09473,0.0,4.967721,1496.654,889000000.0,569140.0,82.31979,46851488.0,449000000.0,71.96,66551.27,-0.02356,37.90619
Iraq,2002,77.9,97.05261,3.472238,1201.165,0.0,1.52674,13.24159,0.0,85.23167,0.0,0.0,5.89,1051.278,99.721,-8.19847,1254.162,119000000.0,437370.0,60.03005,26255343.0,119000000.0,0.31,138562.8,33.22319,43.67929
Thailand,2019,83.1,99.9,3.849044,436.5038,7.938737,60.95291,28.76301,0.0,0.744844,1.6005,2710000000.0,4.52,699.2393,19.46495,2.114558,7628.576,1650000000.0,510890.0,139.5756,71307763.0,1650000000.0,23.95,432151.3,15.87003,100.9925
Seychelles,2008,100.0,96.4828,4.802429,27386.13,0.0,82.72533,0.0,0.0,0.060627,17.21405,1420000000.0,3.17,2581.312,0.0,-2.72595,11265.44,4580000.0,460.0,189.0348,86956.0,19800000.0,0.91,523.9251,-4.67957,55.49198
Lebanon,2019,80.06,99.95049,4.655298,1034.455,4.908972,19.25003,1.254707,0.0,56.03564,18.03177,3940000000.0,3.63,1077.586,46.76367,-6.91492,8925.422,247000000.0,10230.0,565.1913,5781907.0,258000000.0,5.13,34132.39,33.85472,35.86229
Grenada,2018,89.7,92.3,2.628901,27386.13,0.0,82.72533,0.0,0.0,0.060627,17.21405,1420000000.0,2.53,678.1854,0.0,4.36144,9574.31,6360000.0,340.0,358.3471,121838.0,19800000.0,10.69,2372.204,12.1165,-61.679
Bhutan,2015,77.7,95.35976,1.40204,18461.19,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.7,12842.07,59.80268,6.642232,2695.637,178000000.0,38117.0,19.4998,743274.0,178000000.0,86.68,1661.13,27.51416,90.4336
Algeria,2002,97.6,98.62736,2.605695,736.1336,0.0,0.206163,97.63455,0.0,2.159288,0.0,0.0,4.12,914.915,99.74043,5.6,1794.811,463000000.0,2381740.0,13.27798,31624696.0,463000000.0,0.51,165592.5,28.03389,1.659626
Cameroon,2005,14.7,47.2207,0.290376,191.3729,0.0,94.20579,0.0,0.0,5.794206,0.0,0.0,5.49,408.3631,15.33399,2.22827,1129.358,76640000.0,472710.0,36.54497,17275171.0,63360000.0,86.31,85410.53,7.369722,12.35472
Gabon,2011,81.7,88.72707,3.259317,919.0409,0.0,41.1563,46.88878,0.0,11.51396,0.44096,9000000.0,6.83,2308.797,26.22884,7.091753,10273.8,234000000.0,257670.0,6.878954,1772500.0,234000000.0,79.7,15465.15,-0.80369,11.60944
Angola,2013,46.1,38.39818,1.031044,278.8083,0.0,58.02093,0.0,0.0,41.97907,0.0,0.0,2.61,531.0823,46.50855,4.954613,5101.984,135000000.0,1246700.0,20.97297,26147002.0,135000000.0,47.95,82325.91,-11.2027,17.87389
Bosnia and Herzegovina,2009,46.0,99.38564,5.309703,2785.894,59.55451,39.82002,0.414858,0.0,0.21062,0.0,0.0,6.48,1603.371,92.60429,-3.00446,4542.311,139000000.0,51200.0,75.7373,3877750.0,232000000.0,17.43,26043.31,43.91589,17.67908
Lesotho,2010,30.8,17.0,1.067262,2969.11,80.94078,16.41333,0.015332,0.0,2.630566,0.0,0.0,11.07,1312.284,87.35251,5.266281,1104.801,136000000.0,30360.0,66.6254,2022747.0,112000000.0,52.98,3921.741,-29.61,28.23361
Kazakhstan,2019,93.8,100.0,11.05087,2225.985,54.39685,20.49498,10.86208,0.0,14.02805,0.218041,40600000.0,6.27,1993.246,57.26941,4.5,9812.596,554000000.0,2699700.0,6.857678,18513673.0,554000000.0,1.85,286967.6,48.01957,66.92368
Iceland,2009,100.0,100.0,6.618545,51259.19,0.0,72.94167,0.0,0.0,0.011881,27.04645,4550000000.0,14.52,16911.08,12.17035,-7.66381,41301.28,44040000.0,100250.0,3.177047,318499.0,40120000.0,74.61,3357.714,64.96305,-19.0208
Gabon,2004,71.4,79.1605,4.298255,875.0203,0.0,57.98701,20.77922,0.0,20.71429,0.519481,8000000.0,5.1,1834.774,20.96227,0.689543,5483.145,154000000.0,257670.0,5.499709,1417110.0,154000000.0,85.78,16703.95,-0.80369,11.60944
India,2004,27.0,64.4,0.95547,448.972,67.69168,13.23292,11.19562,2.487021,4.132949,1.249578,8550000000.0,5.73,437.1331,65.58374,7.922937,624.1051,4270000000.0,2973190.0,382.1702,1140000000.0,2360000000.0,44.92,1892155.0,20.59368,78.96288
Ukraine,2001,91.9,99.20142,6.176286,2791.765,30.76798,6.962842,17.5674,44.07852,0.613994,0.009259,16000000.0,14.0,2755.639,84.35759,8.8,807.8019,160000000.0,579350.0,83.99482,48662400.0,160000000.0,1.23,368496.6,48.37943,31.16558
United States,2000,100.0,100.0,20.4698,13671.05,52.89515,6.2894,15.75529,19.81472,2.943005,1.916597,77200000000.0,6.72,8056.864,85.88083,4.077159,36329.96,4510000000.0,9161920.0,30.7973,282000000.0,4510000000.0,5.43,6810656.0,37.09024,-95.7129
Australia,2019,100.0,100.0,15.59573,10410.85,64.85892,6.433271,20.35962,0.0,2.215867,6.132322,15400000000.0,4.33,5521.482,93.10384,2.171396,54941.07,464000000.0,7692020.0,3.294351,25340217.0,353000000.0,10.06,613604.7,-25.2744,133.7751
Sri Lanka,2003,18.1,74.97202,0.643018,324.9206,0.0,42.71643,0.0,0.0,57.10213,0.181441,14000000.0,3.0,449.7673,46.37188,5.940269,978.1686,20780000.0,62710.0,307.8166,19303180.0,20780000.0,61.31,22420.35,7.873054,80.7718
Guinea,2004,0.8,20.19347,0.197845,6681.171,1.340975,26.18789,17.19753,19.2452,31.65818,4.249627,2200000000.0,8.43,2746.993,52.46236,2.340117,405.6961,279000000.0,245720.0,36.4685,8961039.0,257000000.0,83.19,13617.7,9.945587,-9.69665
Brazil,2016,95.8,99.7,2.16126,388.415,23.16882,15.48974,36.99206,0.951509,19.68257,3.581832,4220000000.0,4.03,696.2415,53.87838,-3.27592,8680.735,14600000000.0,8358140.0,24.74948,207000000.0,14600000000.0,45.46,1069581.0,-14.235,-51.9253
Croatia,2011,100.0,100.0,4.445055,3900.601,22.96336,44.76165,23.31021,0.0,6.688011,2.27677,256000000.0,3.64,2140.436,74.6371,-0.08661,14623.99,105000000.0,55964.0,76.48885,4280622.0,118000000.0,27.16,25868.54,45.1,15.2
Estonia,2003,100.0,99.99709,12.17025,5158.603,2.51009,0.127965,4.961118,0.0,0.39374,0.354366,36000000.0,6.99,3798.038,28.30689,7.600265,7203.523,154000000.0,42390.0,32.33593,1370720.0,154000000.0,19.88,19781.36,58.59527,25.01361
Papua New Guinea,2010,7.7,19.5,0.664885,4340.872,65.50137,32.29344,1.466856,0.0,0.738327,0.0,0.0,5.66,2117.758,87.02645,10.12845,1879.24,1060000000.0,452860.0,16.74528,7583269.0,641000000.0,55.25,12945.06,-6.31499,143.9556
Japan,2015,100.0,100.0,9.26805,3484.236,33.15274,8.229093,39.58722,0.911553,7.51942,7.755688,80300000000.0,3.52,3428.557,93.02646,1.560627,34960.64,4150000000.0,364500.0,348.8093,127000000.0,3910000000.0,6.16,1268752.0,36.20482,138.2529
Liberia,2013,0.3,9.8,0.20446,2153.239,2.754151,58.35572,2.789665,0.0,26.08036,10.0201,907000000.0,11.41,1208.338,63.77824,8.687288,717.6358,111000000.0,96320.0,45.96463,4427313.0,192000000.0,87.53,1640.048,6.428055,-9.4295
Czechia,2014,100.0,100.0,9.497131,6258.891,51.15517,2.243349,2.122309,35.63622,0.12339,8.535066,7260000000.0,4.85,3915.114,75.27852,2.262103,19890.92,104000000.0,77220.0,136.3034,10525347.0,104000000.0,14.85,120621.7,49.81749,15.47296
Nepal,2013,25.6,77.44139,0.222332,134.324,0.0,99.71567,0.0,0.0,0.284333,0.0,0.0,5.86,410.2215,13.67799,3.525153,809.3845,312000000.0,143350.0,191.0119,27381555.0,312000000.0,86.05,34650.89,28.39486,84.12401
Hungary,2020,100.0,100.0,4.591653,1358.08,6.343685,9.570987,24.7989,10.43702,46.56792,2.073309,620000000.0,3.62,943.936,59.70979,-4.53555,16125.61,333000000.0,91260.0,106.8392,9750149.0,333000000.0,14.76,59596.53,47.16249,19.5033
Maldives,2017,98.8,99.8,3.272571,11421.03,0.0,3.427158,34.05278,0.0,57.48596,4.030694,62200000.0,2.42,454.2104,19.55769,7.20991,10063.0,113000000.0,300.0,1574.807,472442.0,121000000.0,1.25,1936.164,3.202778,73.22068
Estonia,2010,100.0,100.0,13.89467,6506.318,3.15489,0.208269,2.337242,0.0,0.31626,7.844801,1020000000.0,7.11,4222.737,20.57486,2.444265,14663.04,172000000.0,42390.0,31.41012,1331475.0,172000000.0,25.32,21672.09,58.59527,25.01361
Lesotho,2006,25.4,9.7,0.972794,6314.806,35.02441,25.05518,2.238252,36.51581,0.47404,0.677075,97400000.0,11.62,9.611591,0.0,4.230095,910.6185,136000000.0,30360.0,65.11133,1976780.0,125000000.0,55.46,3701.045,-29.61,28.23361
Indonesia,2004,13.4,89.01,1.510302,468.8044,40.12134,8.050731,16.33531,0.0,29.93684,5.555787,6680000000.0,5.14,781.802,64.31645,5.030874,1136.755,158000000.0,1877519.0,120.3389,226000000.0,128000000.0,41.46,713132.3,-0.78928,113.9213
Israel,2003,100.0,100.0,9.406326,6597.306,76.72031,0.0659,0.053145,0.0,22.86941,0.02551,12000000.0,4.34,2949.3,96.92671,1.393913,19627.03,194000000.0,21640.0,309.1359,6689700.0,349000000.0,6.52,76471.32,31.04605,34.85161
Namibia,2006,37.9,40.51324,1.254079,1594.215,5.230386,94.14695,0.0,0.0,0.622665,0.0,0.0,3.47,668.4809,62.3573,7.073175,4027.962,125000000.0,823290.0,2.41295,1986558.0,91874000.0,35.72,12383.16,-22.9576,18.49041
Guinea-Bissau,2014,1.1,17.2,0.151207,15481.92,0.0,0.0,86.58788,0.0,13.41212,0.0,0.0,9.93,15637.32,49.0263,0.964561,605.1225,205000000.0,28120.0,61.99534,1743309.0,125000000.0,87.28,2244.292,11.80375,-15.1804
France,2012,100.0,100.0,5.152358,7363.151,3.701124,10.48464,3.895582,75.96278,1.109427,4.34271,24300000000.0,3.84,3836.515,49.01203,0.313135,40870.85,1100000000.0,547557.0,119.9185,65662240.0,1100000000.0,12.35,460350.4,46.22764,2.213749
Sierra Leone,2005,0.3,11.33249,0.078563,1103.549,4.908972,12.5902,12.23047,0.0,52.50712,17.24436,3920000000.0,8.01,1233.027,63.77691,4.3535,286.286,251000000.0,72180.0,78.73835,5683334.0,258000000.0,88.11,4127.412,8.460555,-11.7799
Pakistan,2003,27.0,75.95161,0.633183,362.7349,0.244959,33.33416,48.51293,2.177409,15.73055,0.0,0.0,4.93,412.4448,58.02195,5.777034,549.8704,572000000.0,770880.0,216.4756,167000000.0,678000000.0,50.09,252859.9,30.37532,69.34512
Ireland,2017,100.0,100.0,7.84815,3308.468,3.469163,28.08263,24.88222,0.0,27.11361,14.35554,2440000000.0,1.52,2163.179,75.08973,9.005342,69970.95,209000000.0,68890.0,69.78354,4807388.0,209000000.0,10.11,65833.87,53.41291,-8.24389
Nepal,2003,10.1,39.58601,0.117658,68.87849,0.0,99.82356,0.0,0.0,0.176445,0.0,0.0,6.74,339.0183,10.61004,3.945038,246.4858,30550000.0,143350.0,179.1622,25682908.0,30550000.0,89.44,26965.41,28.39486,84.12401
Kuwait,2018,100.0,100.0,21.46123,7205.487,12.107,17.07327,53.35286,0.0,13.93409,1.705672,467000000.0,6.99,4698.589,89.35823,2.433981,32012.14,56600000.0,17820.0,242.2663,4317185.0,114000000.0,0.03,134809.5,29.31166,47.48177
Kenya,2006,4.6,26.42205,0.264464,138.5231,0.0,52.21408,0.0,0.0,29.65913,18.12679,1140000000.0,5.46,451.8521,17.06526,6.472494,699.3997,133000000.0,569140.0,64.87903,36925253.0,23700000.0,79.26,39978.99,-0.02356,37.90619
Benin,2001,0.8,21.9,0.240584,60.3158,0.0,3.030303,0.0,0.0,96.9697,0.0,0.0,4.93,292.3647,27.46528,5.333136,508.3474,513000000.0,112760.0,63.95921,7212041.0,373000000.0,66.86,6504.477,9.30769,2.315834
China,2014,68.2,100.0,7.304713,3905.318,72.63391,18.55249,2.021005,2.339286,0.167974,4.05666,230000000000.0,7.69,2224.355,87.67043,7.425764,7636.074,1650000000.0,9388211.0,146.1258,1370000000.0,1650000000.0,11.91,11940737.0,35.86166,104.1954
Papua New Guinea,2017,9.1,19.23094,0.713598,15248.36,1.029539,43.84434,0.445074,46.23113,0.925993,6.591709,9890000000.0,5.03,5587.929,33.52424,3.534611,2495.14,273000000.0,452860.0,20.12718,9114796.0,264000000.0,54.45,19157.79,-6.31499,143.9556
Singapore,2020,100.0,100.0,7.686684,4184.96,26.87728,1.49168,7.250738,0.0,19.42585,43.09851,13500000000.0,2.5,2630.264,73.89905,-3.90105,61274.01,237000000.0,718.0,7918.951,5685807.0,258000000.0,0.92,64266.74,1.352083,103.8198
"Bahamas, The",2019,100.0,100.0,6.482894,4755.604,0.0,0.0,0.0,0.0,99.89875,0.101246,2200000.0,2.49,2018.586,99.71856,-0.74398,32279.01,44040000.0,10010.0,40.41528,404557.0,50070000.0,1.18,2957.748,25.02589,-78.0359
Spain,2012,100.0,100.0,5.778549,5573.401,19.04832,6.989474,24.93961,20.91229,5.212253,22.59527,66400000000.0,3.13,2683.368,75.00815,-2.95892,28322.95,889000000.0,500210.0,93.50684,46773055.0,449000000.0,15.75,343394.0,40.46367,-3.74922
Malaysia,2005,98.1,98.74139,6.440996,2847.914,24.18081,6.278954,66.87431,0.0,2.664715,0.00121,1000000.0,5.85,2535.507,96.82708,5.332139,5536.838,1600000000.0,328550.0,78.90286,25923536.0,1600000000.0,3.01,209389.8,4.210484,101.9758
Canada,2000,100.0,100.0,16.75747,17037.07,19.41691,59.19937,5.527117,12.02105,1.829768,1.400934,8480000000.0,9.31,8265.08,76.10257,5.177636,24271.0,304000000.0,8965590.0,3.422611,30685730.0,304000000.0,22.04,648194.4,56.13037,-106.347
Poland,2020,100.0,100.0,7.367563,3897.173,84.31126,1.419488,3.477236,0.0,1.297289,9.399548,15200000000.0,3.47,2547.219,90.99109,-2.02012,15816.82,186000000.0,306130.0,123.8006,37899070.0,165000000.0,16.14,338383.8,51.91944,19.14514
Burundi,2002,0.3,3.11739,0.032802,1831.808,15.34406,39.43313,16.7616,0.0,27.15196,1.256099,6800000.0,10.07,1080.532,57.02981,4.446519,124.1393,207000000.0,25680.0,258.915,6648938.0,165000000.0,94.65,1629.592,-3.37306,29.91889
Sudan,2004,15.3,30.19234,0.306185,87.19614,0.0,31.92962,0.0,0.0,68.07038,0.0,0.0,3.72,509.9867,20.27672,5.140889,737.1228,338000000.0,2376000.0,12.13449,28831550.0,338000000.0,75.4,83857.12,12.86281,30.21764
Bosnia and Herzegovina,2015,42.6,99.7,5.569579,4859.001,63.97722,35.51731,0.191951,15.14072,0.31352,0.0,0.0,5.97,3894.07,84.12111,4.314751,4654.61,314000000.0,51200.0,68.83445,3524324.0,303000000.0,25.25,24907.0,43.91589,17.67908
